epoch,accuracy,f1_score,loss,precision,recall
0,0.4444444477558136,0.6153846383094788,6.663919448852539,0.4444444477558136,1.0
1,0.5555555820465088,0.0,36.65198516845703,0.0,0.0
2,0.5555555820465088,0.0,6.540207862854004,0.0,0.0
